date,1. open,2. high,3. low,4. close,5. volume,symbol
2024-12-02,43.0100,43.3100,42.6800,43.2900,16253456,CMCSA
2024-11-29,42.4600,43.2700,42.4200,43.1900,9556976,CMCSA
2024-11-27,42.6100,43.0400,42.5300,42.5600,16236129,CMCSA
2024-11-26,43.0000,43.2600,42.4400,42.6400,18392625,CMCSA
2024-11-25,43.9200,44.0300,43.1300,43.2000,23525960,CMCSA
2024-11-22,43.2600,43.7200,43.1600,43.4700,10637295,CMCSA
2024-11-21,43.1000,43.7300,42.5100,43.5000,15647161,CMCSA
2024-11-20,42.7500,43.0200,41.9900,42.9900,21068587,CMCSA
2024-11-19,42.6000,42.7700,42.3100,42.3200,29279270,CMCSA
2024-11-18,42.8500,43.2150,42.7500,43.0000,19101324,CMCSA
2024-11-15,43.4800,43.8200,42.5800,42.8800,18344398,CMCSA
2024-11-14,43.9100,44.0600,43.1900,43.4800,20179020,CMCSA
2024-11-13,43.6600,44.1900,43.5100,43.9100,11593405,CMCSA
2024-11-12,43.9000,44.2000,43.8450,44.0400,13411894,CMCSA
2024-11-11,43.9600,44.6300,43.9123,44.2000,11088928,CMCSA
2025-04-07,19.1400,20.6700,18.5600,19.5700,142491152,INTC
2025-04-04,21.7000,22.2000,19.7000,19.8500,175014739,INTC
2025-04-03,21.4000,23.9000,20.8600,22.4300,242972129,INTC
2025-04-02,21.8900,22.3800,21.7000,21.9800,58878848,INTC
2025-04-01,22.5600,22.6200,21.6600,22.0500,64060355,INTC
2025-03-31,22.3800,22.7450,21.7500,22.7100,65832019,INTC
2025-03-28,23.3500,23.5800,22.5600,22.7100,58365257,INTC
2025-03-27,23.2850,23.7600,22.8550,23.6200,57720584,INTC
2025-03-26,24.2500,24.4194,23.2500,23.4200,59678008,INTC
2025-03-25,24.1750,24.7500,24.1100,24.2000,51743281,INTC
2025-03-24,24.7150,24.9900,24.1300,24.2200,69169028,INTC
2025-03-21,23.6000,24.7000,23.4900,24.2600,94110710,INTC
2025-03-20,23.7700,24.3100,23.7300,23.9600,68937584,INTC
2025-03-19,24.9000,25.2299,24.0300,24.1200,135491427,INTC
2025-03-18,25.5500,26.4100,25.3900,25.9200,132488822,INTC
2025-03-17,24.4200,26.1450,24.3700,25.6900,160723633,INTC
2025-03-14,23.6750,24.3700,23.5200,24.0500,116901643,INTC
2025-03-13,23.5000,24.5300,23.1300,23.7000,243260993,INTC
2025-03-12,20.7900,21.1700,20.2100,20.6800,128671089,INTC
2025-03-11,19.9650,20.0600,19.2900,19.7800,80788985,INTC
2025-03-10,20.2400,20.5100,19.6500,19.9300,79671246,INTC
2025-03-07,20.2700,21.2000,20.1100,20.6400,81099646,INTC
2025-03-06,20.2600,21.1300,20.0000,20.7500,96466381,INTC
2025-03-05,21.3300,21.3600,20.1800,20.8100,127219259,INTC
2025-03-04,22.5400,22.6300,20.7600,21.3300,152182200,INTC
2025-03-03,25.0000,25.0400,22.5200,22.7400,141348692,INTC
2025-02-28,23.0200,24.4400,22.6400,23.7300,104133777,INTC
2025-02-27,23.7000,24.4000,23.0700,23.0900,97871945,INTC
2025-02-26,23.2450,23.8200,23.2100,23.5200,67449304,INTC
2025-02-25,24.2100,24.2800,22.7701,22.9900,88886469,INTC
2025-02-24,24.5500,24.8000,23.6200,24.2700,91358071,INTC
2025-02-21,25.9600,26.2900,24.8400,24.8700,111630859,INTC
2025-02-20,25.5600,26.1200,24.4800,26.0900,144939566,INTC
2025-02-19,25.9800,26.3300,25.4600,25.7200,151881727,INTC
2025-02-18,24.6000,27.5500,24.4900,27.3900,284292210,INTC
2025-02-14,24.3600,25.1900,22.8600,23.6000,230254092,INTC
2025-02-13,22.8400,24.8300,22.7900,24.1300,248661333,INTC
2025-02-12,21.9800,22.5600,20.9300,22.4800,162631182,INTC
2025-02-11,19.8700,21.8800,19.8618,20.9700,150960704,INTC
2025-02-10,19.2500,20.0800,19.2400,19.7700,73007266,INTC
2025-02-07,19.3500,19.3600,19.0300,19.1000,58277917,INTC
2025-02-06,19.5100,19.7000,19.2200,19.3800,45553771,INTC
2025-02-05,19.1900,19.7700,18.9100,19.6500,66250254,INTC
2025-02-04,19.1000,19.5300,19.0200,19.2900,54098200,INTC
2025-02-03,18.9700,19.7500,18.7800,19.3800,77523142,INTC
2025-01-31,20.1000,20.3300,19.3800,19.4300,117474899,INTC
2025-01-30,19.7200,20.1000,19.4300,20.0100,108166983,INTC
2025-01-29,19.8700,20.0800,19.6600,19.7500,86506821,INTC
2025-01-28,20.3400,20.3420,19.7400,19.8000,73411385,INTC
2025-01-27,20.8100,21.0600,20.1400,20.2900,83582097,INTC
2025-01-24,21.3600,21.4100,20.7500,20.8300,66300614,INTC
2025-01-23,21.6900,21.7500,21.3500,21.5700,55778156,INTC
2025-01-22,21.7250,22.2850,21.5700,21.8600,60972578,INTC
2025-01-21,22.0300,22.4100,21.7500,21.7700,96262179,INTC
2025-01-17,21.2600,21.6200,20.7900,21.4900,166483914,INTC
2025-01-16,19.7500,19.9500,19.4000,19.6700,44898059,INTC
2025-01-15,19.4000,19.7700,19.1710,19.7200,56305989,INTC
2025-01-14,19.3600,19.5200,18.8200,19.2000,47147526,INTC
2025-01-13,18.9200,19.2490,18.7300,19.2000,50668970,INTC
2025-01-10,19.6600,19.6600,18.9100,19.1500,71244581,INTC
2025-01-08,19.8250,20.1200,19.7100,19.8800,47897071,INTC
2025-01-07,20.0200,20.3400,19.9000,20.0100,61726060,INTC
2025-01-06,20.8300,20.9800,19.7800,19.8700,83270990,INTC
2025-01-03,20.3900,20.6650,20.0600,20.5600,48983942,INTC
2025-01-02,20.2300,20.4300,20.0000,20.2200,46438529,INTC
2024-12-31,19.9900,20.4000,19.8800,20.0500,49846656,INTC
2024-12-30,20.0100,20.1150,19.7300,19.8200,59608126,INTC
2024-12-27,20.2100,20.6050,20.0900,20.3000,48260830,INTC
2024-12-26,20.2300,20.6650,20.0800,20.4400,39950380,INTC
2024-12-24,20.2200,20.4000,19.9600,20.4000,29884026,INTC
2024-12-23,19.5800,20.2300,19.5200,20.2000,57988375,INTC
2024-12-20,18.9700,19.7600,18.9000,19.5200,108453667,INTC
2024-12-19,19.5300,19.6900,19.0300,19.0600,69117805,INTC
2024-12-18,20.4800,20.5800,19.2100,19.3000,86041243,INTC
2024-12-17,20.6400,20.7700,20.2925,20.4400,51767153,INTC
2024-12-16,20.1700,21.1000,20.0000,20.8300,73832891,INTC
2024-12-13,20.6000,20.8000,20.2500,20.3400,55104079,INTC
2024-12-12,20.0200,20.9000,19.9200,20.7800,77695010,INTC
2024-12-11,20.1400,20.2500,19.8700,20.1200,75209342,INTC
2024-12-10,20.8300,20.8600,19.9600,20.1600,90004833,INTC
2024-12-09,20.9200,21.0600,20.7300,20.8100,68818217,INTC
2024-12-06,20.9500,21.0500,20.6600,20.9200,78539132,INTC
2024-12-05,22.0400,22.1900,20.6600,20.8000,167993483,INTC
2024-12-04,22.5300,22.5400,21.8100,21.9600,104648976,INTC
2024-12-03,23.6800,23.7500,22.4400,22.4700,138160493,INTC
2024-12-02,24.8400,25.4800,23.4400,23.9300,150497884,INTC
2024-11-29,23.7200,24.2800,23.6000,24.0500,36616750,INTC
2024-11-27,23.8300,23.9300,23.0600,23.6500,53992319,INTC
2024-11-26,24.9500,24.9850,23.8100,24.0500,69613557,INTC
2024-11-25,25.0400,25.5650,24.7600,24.8700,91128387,INTC
2024-11-22,24.3500,24.6800,24.1400,24.5000,36784715,INTC
2024-11-21,24.0800,24.7700,23.8300,24.4400,58928410,INTC
2024-11-20,24.0700,24.2100,23.5500,24.0100,50191510,INTC
2024-11-19,24.5000,24.5400,24.0950,24.2000,61190859,INTC
2024-11-18,24.3300,25.0200,24.1600,24.8400,59667333,INTC
2024-11-15,24.8100,24.8200,24.2300,24.3500,55104875,INTC
2024-11-14,25.1200,25.6100,24.9346,25.0300,49252121,INTC
2024-11-13,24.0600,25.1400,24.0200,24.9200,58201972,INTC
2024-11-12,24.6600,24.9600,23.8900,24.1600,62539733,INTC
2024-11-11,25.9600,26.2863,24.8300,25.0500,80185321,INTC
2025-04-07,566.6500,632.7700,551.3300,604.6200,2996457,KLAC
2025-04-04,592.5400,600.0000,559.7600,576.5300,2072781,KLAC
2025-04-03,652.2100,656.9200,620.2700,620.8200,1525284,KLAC
2025-04-02,667.2900,695.6150,667.2900,686.1900,791088,KLAC
2025-04-01,674.0000,682.8000,662.1800,682.4600,669678,KLAC
2025-03-31,672.9900,681.1400,655.4200,679.8000,1165423,KLAC
2025-03-28,685.3700,694.1650,667.1800,673.6000,989522,KLAC
2025-03-27,700.3500,707.1300,692.0000,700.0000,735127,KLAC
2025-03-26,721.4900,724.1719,698.8100,705.5400,734823,KLAC
2025-03-25,724.6200,727.1650,718.7300,721.8500,498846,KLAC
2025-03-24,722.7100,735.1400,716.4000,727.7300,730196,KLAC
2025-03-21,702.3100,709.3800,692.3600,706.4900,2454980,KLAC
2025-03-20,708.8200,719.6600,707.6750,716.4600,629463,KLAC
2025-03-19,710.0000,730.0650,704.9470,719.6100,753410,KLAC
2025-03-18,711.9000,712.8000,698.0600,710.0000,950774,KLAC
2025-03-17,705.7400,724.1999,705.5300,718.2900,976192,KLAC
2025-03-14,689.9700,713.7400,689.9700,713.0000,1142942,KLAC
2025-03-13,676.6200,694.0000,668.6600,681.5000,931038,KLAC
2025-03-12,676.0400,686.7500,671.8150,680.3900,884143,KLAC
2025-03-11,677.3900,680.3150,653.7392,664.2200,1058740,KLAC
2025-03-10,693.8200,697.2200,670.5800,678.3600,1371143,KLAC
2025-03-07,688.2000,714.1150,680.2200,711.2900,1088332,KLAC
2025-03-06,697.2700,711.6600,683.9800,692.1300,1135733,KLAC
2025-03-05,701.1100,717.2400,689.6250,715.8100,915815,KLAC
2025-03-04,693.4700,716.0100,678.5600,699.0000,1182647,KLAC
2025-03-03,714.5300,728.1050,686.3600,691.1500,1304761,KLAC
2025-02-28,705.8400,713.5000,691.9300,708.8400,1242658,KLAC
2025-02-27,743.0500,750.0000,698.6400,699.1600,1325309,KLAC
2025-02-26,733.3300,751.1100,729.9800,738.5200,1247355,KLAC
2025-02-25,736.2900,736.2900,721.4650,724.9700,1068675,KLAC
2025-02-24,761.9900,763.0300,736.0000,737.5700,1110871,KLAC
2025-02-21,779.7400,782.4100,751.0600,754.3000,872487,KLAC
2025-02-20,780.0000,794.0000,771.0100,777.6300,883662,KLAC
2025-02-19,761.1300,777.0000,753.0900,774.7500,936676,KLAC
2025-02-18,758.0400,760.2050,737.9389,758.2500,1353985,KLAC
2025-02-14,760.1700,769.5200,739.0200,750.7400,998568,KLAC
2025-02-13,751.0300,765.0000,750.0800,764.2800,711736,KLAC
2025-02-12,742.5300,754.6700,738.5400,750.5500,476627,KLAC
2025-02-11,754.5500,761.9600,749.1600,758.6200,591916,KLAC
2025-02-10,759.6800,761.2500,743.6800,751.4600,1564482,KLAC
2025-02-07,761.8000,767.2683,744.2200,747.7000,664613,KLAC
2025-02-06,757.6800,764.2400,753.2179,761.8200,579429,KLAC
2025-02-05,742.6300,761.9150,740.9400,759.1500,677459,KLAC
2025-02-04,732.8300,756.0000,732.8300,749.3200,999914,KLAC
2025-02-03,727.3900,753.0000,726.3700,740.2100,1216805,KLAC
2025-01-31,758.9300,770.2450,735.0000,738.2400,1632293,KLAC
2025-01-30,731.2800,746.1100,722.0000,742.4300,1711041,KLAC
2025-01-29,721.0800,721.8800,707.7800,712.9700,729192,KLAC
2025-01-28,697.3300,708.8900,689.2200,702.9200,1387277,KLAC
2025-01-27,716.6000,724.9500,685.1950,702.7100,2357838,KLAC
2025-01-24,765.0500,765.7900,743.1500,749.8200,745393,KLAC
2025-01-23,753.2700,761.8700,741.2900,760.9500,822209,KLAC
2025-01-22,773.3600,787.1300,771.5800,771.9100,1200497,KLAC
2025-01-21,762.3000,778.4300,751.2250,767.2400,1369986,KLAC
2025-01-17,762.9500,763.3000,747.6100,757.4700,1402625,KLAC
2025-01-16,735.0000,779.0700,733.5800,747.2600,2019567,KLAC
2025-01-15,715.0000,727.3699,713.5400,716.2500,1368320,KLAC
2025-01-14,692.9900,701.3900,686.5600,701.2600,1039076,KLAC
2025-01-13,674.1900,691.9700,665.4900,690.9900,1319005,KLAC
2025-01-10,683.9000,694.5700,671.6450,683.0600,1254470,KLAC
2025-01-08,690.0000,692.0000,678.9650,686.2000,1093358,KLAC
2025-01-07,694.7800,705.8700,683.2600,689.3000,1283675,KLAC
2025-01-06,673.6000,696.8700,673.5100,690.3000,1676619,KLAC
2025-01-03,643.9000,658.7100,640.3150,657.0100,865223,KLAC
2025-01-02,634.6900,649.4300,631.8900,636.6200,892356,KLAC
2024-12-31,633.5000,638.0000,627.1725,630.1200,646215,KLAC
2024-12-30,633.8100,637.2400,626.6000,633.6400,688097,KLAC
2024-12-27,647.1700,647.7200,638.0100,644.8100,729677,KLAC
2024-12-26,644.2200,653.8900,642.0500,648.5500,454072,KLAC
2024-12-24,645.0500,652.0000,641.2600,650.5300,349506,KLAC
2024-12-23,631.5800,649.5100,631.5800,647.9900,886486,KLAC
2024-12-20,616.4300,641.0550,613.4000,629.3700,2652165,KLAC
2024-12-19,624.1600,635.2761,620.5800,622.1800,1116151,KLAC
2024-12-18,658.6550,669.0950,625.6100,630.7700,1452086,KLAC
2024-12-17,659.9700,668.9000,652.0850,654.8800,1252432,KLAC
2024-12-16,649.6800,664.5300,645.4150,656.1300,1014463,KLAC
2024-12-13,648.0000,663.8700,647.5802,653.7600,1463409,KLAC
2024-12-12,646.8700,649.8900,637.9100,646.6000,698152,KLAC
2024-12-11,646.9700,657.1200,642.0800,648.8400,1107409,KLAC
2024-12-10,657.8300,657.8300,638.4700,641.8700,915190,KLAC
2024-12-09,659.0100,666.3400,645.8200,652.3700,1093342,KLAC
2024-12-06,641.1500,650.7100,638.1800,648.3400,862519,KLAC
2024-12-05,660.3800,662.9200,641.3900,642.6100,1028367,KLAC
2024-12-04,670.1800,670.5000,655.6700,666.2200,1459490,KLAC
2024-12-03,661.1300,667.1800,656.8200,665.7200,1376564,KLAC
2024-12-02,645.0100,669.0700,645.0000,666.0300,1380516,KLAC
2024-11-29,644.8100,661.5000,643.2700,647.0300,925673,KLAC
2024-11-27,631.4700,633.9850,621.2300,632.1400,942793,KLAC
2024-11-26,651.1800,651.1800,623.8600,631.4700,923437,KLAC
2024-11-25,646.6900,646.6900,632.1050,644.6700,1912957,KLAC
2024-11-22,630.0000,643.0300,630.0000,639.5500,982002,KLAC
2024-11-21,627.8000,637.9600,620.0000,633.1600,1386198,KLAC
2024-11-20,616.4900,619.9499,609.8900,616.8300,1195320,KLAC
2024-11-19,616.4800,618.4100,609.4000,615.6600,1409149,KLAC
2024-11-18,614.2300,623.7737,611.7700,620.2600,1223583,KLAC
2024-11-15,620.5300,630.0000,612.3500,614.4600,1712201,KLAC
2024-11-14,660.0000,660.0000,642.7400,645.0000,1169870,KLAC
2024-11-13,654.0600,655.9900,638.3200,644.5500,1505369,KLAC
2024-11-12,663.0100,669.2600,654.8600,664.7800,1111627,KLAC
2024-11-11,684.0000,685.2050,656.7400,666.0300,1423059,KLAC
2025-04-07,88.6600,94.0000,86.1247,88.1400,5586070,PCAR
2025-04-04,90.6100,93.9650,89.6700,90.8800,6326891,PCAR
2025-04-03,95.7200,96.3800,92.2100,92.3600,4165836,PCAR
2025-04-02,97.6000,99.2500,96.8100,99.0900,2001563,PCAR
2025-04-01,97.3600,98.5800,96.0100,98.2900,2194121,PCAR
2025-03-31,96.9000,98.1150,95.8600,97.3700,3356826,PCAR
2025-03-28,98.1000,98.6850,96.5950,96.9100,2320505,PCAR
2025-03-27,99.5400,99.6250,97.9200,98.1900,2250818,PCAR
2025-03-26,99.4100,100.2900,98.9200,99.5300,1981947,PCAR
2025-03-25,98.9600,99.3850,98.2300,99.2400,1956719,PCAR
2025-03-24,98.4100,99.0600,97.9400,98.6400,2562497,PCAR
2025-03-21,97.3900,97.8450,96.2400,97.1100,8554989,PCAR
2025-03-20,99.3000,99.5650,98.0000,98.3200,2483354,PCAR
2025-03-19,99.9000,101.4300,98.9100,99.5900,2233920,PCAR
2025-03-18,100.6900,101.2300,99.5250,100.2100,1862984,PCAR
2025-03-17,98.6200,101.8150,98.5600,101.1700,2434163,PCAR
2025-03-14,99.3900,99.6650,98.2200,99.2100,3389801,PCAR
2025-03-13,97.4100,100.3250,96.8000,98.4200,6074140,PCAR
2025-03-12,104.7900,104.9000,101.4100,102.3300,2691017,PCAR
2025-03-11,110.2200,110.2200,104.6700,104.7200,3946434,PCAR
2025-03-10,109.9500,115.4300,109.4400,110.5600,4923406,PCAR
2025-03-07,106.6400,110.4000,106.4000,110.0600,3080094,PCAR
2025-03-06,102.5600,107.2100,102.1000,106.8900,3289032,PCAR
2025-03-05,100.8400,103.2000,99.8200,102.9700,2327578,PCAR
2025-03-04,104.6000,104.7700,101.0500,101.4800,3245525,PCAR
2025-03-03,107.8200,108.5000,104.3600,105.0200,2467939,PCAR
2025-02-28,106.4200,107.4700,105.5500,107.2400,3414440,PCAR
2025-02-27,105.8500,107.1700,105.1700,105.5000,2136981,PCAR
2025-02-26,106.7600,107.2600,105.9200,106.0300,2280217,PCAR
2025-02-25,106.6400,108.1000,105.4800,106.5800,3738291,PCAR
2025-02-24,105.2300,106.4106,104.7400,106.2500,3477888,PCAR
2025-02-21,106.3800,106.4800,103.1800,104.4600,2978755,PCAR
2025-02-20,106.4400,106.7500,105.5500,106.4600,1804440,PCAR
2025-02-19,105.9600,107.5950,105.7900,107.2100,1957378,PCAR
2025-02-18,106.3750,106.5800,104.9400,106.5400,1979940,PCAR
2025-02-14,105.5500,106.3900,104.9540,105.9600,1849845,PCAR
2025-02-13,102.8700,105.5100,102.5400,105.2600,2315313,PCAR
2025-02-12,104.3500,104.6100,102.0700,103.1100,4474112,PCAR
2025-02-11,105.3500,106.3250,105.2100,106.0900,1203675,PCAR
2025-02-10,106.8300,107.1100,105.8000,106.1100,1747104,PCAR
2025-02-07,107.7600,108.1050,105.8850,106.0200,1642495,PCAR
2025-02-06,107.6400,108.2850,106.8800,107.6800,1308433,PCAR
2025-02-05,108.0800,108.2100,105.1800,106.9900,2191707,PCAR
2025-02-04,109.3700,109.7800,108.4200,108.4800,2274192,PCAR
2025-02-03,109.7100,111.1900,107.6400,109.1300,2439076,PCAR
2025-01-31,112.1700,112.6550,110.6800,110.8800,2024772,PCAR
2025-01-30,111.0900,112.7400,110.8900,112.5100,2834439,PCAR
2025-01-29,109.9900,111.9100,109.7500,110.8900,3747407,PCAR
2025-01-28,106.1600,110.9861,104.3101,107.2500,4427374,PCAR
2025-01-27,109.3500,110.0800,108.1450,109.9100,3213946,PCAR
2025-01-24,110.0200,110.2900,109.0100,109.9000,2406048,PCAR
2025-01-23,110.3500,110.7300,109.7100,110.0600,1359421,PCAR
2025-01-22,110.2200,110.7800,109.5000,109.8400,2135931,PCAR
2025-01-21,110.4000,111.3900,109.8100,110.1100,2505716,PCAR
2025-01-17,111.4700,111.7150,109.7200,110.3300,1981147,PCAR
2025-01-16,109.4500,110.0100,108.4200,109.4800,1891399,PCAR
2025-01-15,111.5700,111.9300,109.5800,109.6300,2063002,PCAR
2025-01-14,110.2500,111.4268,109.4400,110.2000,1836012,PCAR
2025-01-13,106.6900,108.5200,106.0000,108.1600,2169302,PCAR
2025-01-10,106.8600,107.3900,105.1900,106.5800,2561241,PCAR
2025-01-08,109.3000,110.5300,107.9600,108.5000,2512821,PCAR
2025-01-07,107.7700,111.0650,107.7000,109.5600,3220177,PCAR
2025-01-06,105.6300,108.6550,105.1357,107.2400,2227286,PCAR
2025-01-03,104.2800,105.1500,102.7550,104.9000,1937160,PCAR
2025-01-02,104.9700,105.6000,102.9300,103.4200,1371448,PCAR
2024-12-31,104.2300,104.4800,103.4000,104.0200,1311385,PCAR
2024-12-30,104.1200,104.1300,102.6400,103.6100,1608671,PCAR
2024-12-27,104.5400,105.7500,103.3900,104.5700,1640105,PCAR
2024-12-26,105.1800,105.7300,104.3600,105.4300,940817,PCAR
2024-12-24,104.7000,105.2500,103.7700,105.1800,978912,PCAR
2024-12-23,105.0200,105.3200,104.0100,104.7000,1897811,PCAR
2024-12-20,104.7700,106.7500,103.7700,105.3200,6356602,PCAR
2024-12-19,108.6500,109.5500,106.7600,107.5100,3183623,PCAR
2024-12-18,111.7200,112.1800,107.7200,107.7800,2809007,PCAR
2024-12-17,112.1300,113.8850,111.4800,111.6600,2955600,PCAR
2024-12-16,113.3200,113.4600,111.6300,112.3300,1971216,PCAR
2024-12-13,112.5900,113.5500,111.7300,113.0100,1484895,PCAR
2024-12-12,115.7800,115.9100,111.7100,112.8000,2166247,PCAR
2024-12-11,116.2900,116.8600,115.6700,115.8500,2218369,PCAR
2024-12-10,114.8400,116.6400,113.4700,115.3700,1875702,PCAR
2024-12-09,115.8700,116.4600,114.6900,114.8300,1870023,PCAR
2024-12-06,116.7100,117.0000,115.0589,115.8800,1916392,PCAR
2024-12-05,117.7700,118.1900,116.6000,117.6200,2029364,PCAR
2024-12-04,118.0900,118.8100,117.1900,118.4100,2046320,PCAR
2024-12-03,116.7500,117.5300,116.3800,116.8500,1862133,PCAR
2024-12-02,117.0000,117.1350,115.6800,116.2400,1651765,PCAR
2024-11-29,116.6400,117.4600,116.2000,117.0000,1069530,PCAR
2024-11-27,115.6200,116.3700,115.0000,116.1800,1685692,PCAR
2024-11-26,115.8300,116.2900,114.5900,115.8200,2131315,PCAR
2024-11-25,115.6100,116.6700,115.4000,116.5400,2976619,PCAR
2024-11-22,113.6700,115.0300,113.2600,114.7500,1802041,PCAR
2024-11-21,111.4400,114.5200,110.8300,114.0500,1620633,PCAR
2024-11-20,110.1800,110.9687,109.1400,109.9900,1457026,PCAR
2024-11-19,110.6400,111.3200,110.1800,110.3800,1636881,PCAR
2024-11-18,112.9200,113.2500,111.8150,111.8800,1912951,PCAR
2024-11-15,114.7800,115.2900,111.9100,112.2600,2528677,PCAR
2024-11-14,116.6800,117.2200,114.8400,115.0600,1713683,PCAR
2024-11-13,117.4900,117.6800,116.0000,116.8000,2628870,PCAR
2024-11-12,116.0000,117.2100,115.4600,116.7900,3690002,PCAR
2024-11-11,115.2800,116.9400,115.0000,116.4300,1927157,PCAR
2025-04-07,187.6200,196.3800,184.6144,190.5400,5369356,CTAS
2025-04-04,204.5700,204.5700,190.1400,190.3300,3969734,CTAS
2025-04-03,202.8300,209.3950,201.6000,204.8500,2244348,CTAS
2025-04-02,206.1900,209.2100,205.8300,208.6700,1613671,CTAS
2025-04-01,205.5500,208.2000,204.2800,207.8700,1637965,CTAS
2025-03-31,203.8500,206.7400,202.5500,205.5300,2595703,CTAS
2025-03-28,206.4800,206.4800,202.5300,203.2200,1685080,CTAS
2025-03-27,202.5900,207.8700,202.5900,206.2500,2324758,CTAS
2025-03-26,204.5400,212.7000,204.0100,204.7100,3688493,CTAS
2025-03-25,194.4300,195.0500,192.1400,193.4600,2092415,CTAS
2025-03-24,191.9200,194.8150,191.2750,194.5700,2049895,CTAS
2025-03-21,192.1300,192.4000,189.9050,191.1700,2574800,CTAS
2025-03-20,194.9100,196.5000,192.8200,194.4600,1583196,CTAS
2025-03-19,193.3600,196.8250,193.0800,196.3700,1470805,CTAS
2025-03-18,194.0000,194.9700,192.3800,193.4100,1656579,CTAS
2025-03-17,191.9400,195.5200,191.1750,195.1700,1532188,CTAS
2025-03-14,190.2500,193.4600,189.5200,192.8400,1509848,CTAS
2025-03-13,191.8600,192.1900,189.3700,190.5800,1609728,CTAS
2025-03-12,197.0900,197.6633,191.8700,192.2100,2339470,CTAS
2025-03-11,201.4500,201.5700,195.7100,196.5600,1887604,CTAS
2025-03-10,201.8800,205.6500,199.7200,200.6100,1812969,CTAS
2025-03-07,199.8400,203.6900,198.3400,203.0600,1805054,CTAS
2025-03-06,203.8000,203.8000,198.4504,200.6000,1947931,CTAS
2025-03-05,202.3000,206.6500,202.2600,205.2900,1281754,CTAS
2025-03-04,208.3000,209.7200,204.3535,204.5600,1661992,CTAS
2025-03-03,206.8600,210.1550,206.2800,207.4300,1685275,CTAS
2025-02-28,204.5200,207.6700,204.4100,207.5000,1839518,CTAS
2025-02-27,204.9300,206.8700,203.2900,203.3700,1688784,CTAS
2025-02-26,203.3900,207.5200,202.5700,204.3100,1519566,CTAS
2025-02-25,202.2350,207.4900,202.2350,205.8200,2205974,CTAS
2025-02-24,204.6200,206.4667,203.2000,203.3500,1613660,CTAS
2025-02-21,205.9300,206.3300,203.6200,204.4300,2302597,CTAS
2025-02-20,206.9000,207.2150,204.6300,205.9300,1340292,CTAS
2025-02-19,204.3600,208.6600,204.2100,208.1400,2326370,CTAS
2025-02-18,202.7200,204.0100,201.6200,203.7400,1388110,CTAS
2025-02-14,206.0000,207.2200,204.2000,204.2200,1062603,CTAS
2025-02-13,205.1800,206.8400,204.9200,205.9900,1272975,CTAS
2025-02-12,203.3100,205.5400,202.1350,204.6100,1309096,CTAS
2025-02-11,204.2900,205.6655,202.4100,205.4000,1093615,CTAS
2025-02-10,203.5500,205.1900,201.8700,203.9700,1530464,CTAS
2025-02-07,205.0000,205.6300,201.8400,202.0600,2114635,CTAS
2025-02-06,202.1200,204.5400,201.1600,204.2900,1343958,CTAS
2025-02-05,201.3000,202.1700,198.9600,201.6000,2009292,CTAS
2025-02-04,201.0100,202.3900,199.6600,200.6100,1452077,CTAS
2025-02-03,202.4180,203.0000,198.5900,202.2100,1789100,CTAS
2025-01-31,201.1300,202.5400,200.0600,200.5700,1321576,CTAS
2025-01-30,199.4200,202.3200,199.4200,202.1800,883858,CTAS
2025-01-29,201.4500,201.7200,198.4200,198.5600,836269,CTAS
2025-01-28,202.7500,203.1200,200.3600,200.4300,1471178,CTAS
2025-01-27,195.5000,202.9400,195.2200,202.5600,2637912,CTAS
2025-01-24,197.0600,198.4208,197.0100,197.3900,874024,CTAS
2025-01-23,198.5300,198.7800,196.9350,197.8000,1114217,CTAS
2025-01-22,201.2300,201.4500,198.9500,199.0200,1578125,CTAS
2025-01-21,198.9600,202.3200,198.9600,201.2300,2237797,CTAS
2025-01-17,201.3100,201.3100,197.5500,198.3100,1673347,CTAS
2025-01-16,196.4000,199.2400,196.2450,198.0500,1417892,CTAS
2025-01-15,194.8600,196.0500,194.0000,195.7000,1466838,CTAS
2025-01-14,190.0400,192.3600,189.3650,192.2800,1585371,CTAS
2025-01-13,188.6000,191.1800,187.6700,190.6000,1587843,CTAS
2025-01-10,191.5000,194.2400,189.1900,189.3000,2331026,CTAS
2025-01-08,189.3400,193.1100,188.3300,192.6500,3206403,CTAS
2025-01-07,187.5200,192.8900,186.4650,188.7200,3618460,CTAS
2025-01-06,185.6500,187.0250,184.0800,185.1000,2589566,CTAS
2025-01-03,182.7600,186.4580,182.7600,185.8500,2105637,CTAS
2025-01-02,183.5900,184.0750,180.9800,182.0900,1754371,CTAS
2024-12-31,183.8800,184.1500,181.9200,182.7000,2041043,CTAS
2024-12-30,182.5600,184.5500,180.7800,183.6800,1867274,CTAS
2024-12-27,183.3200,185.1900,182.1400,183.3700,1572727,CTAS
2024-12-26,186.9500,187.8893,184.9700,185.1300,1526660,CTAS
2024-12-24,187.1500,188.3900,186.6600,188.3500,908655,CTAS
2024-12-23,187.1300,188.2800,185.3400,187.1200,2663202,CTAS
2024-12-20,181.5900,187.7400,181.1500,186.9400,6170253,CTAS
2024-12-19,192.6600,193.6900,182.2100,182.7900,6209806,CTAS
2024-12-18,207.9700,210.3100,204.3100,204.3900,3568500,CTAS
2024-12-17,210.0000,212.4100,208.0300,208.3800,3241438,CTAS
2024-12-16,211.4000,213.8900,211.1200,211.8000,3075311,CTAS
